Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,Prediction,prob_Abrasives,prob_Automation Electrical,prob_Automation Mechanical,prob_Automation Welding,"prob_Chemicals, Oils & Lubricants",prob_Cutting Tools,prob_Gasses,prob_General,prob_Office Supplies,prob_Safety,prob_Tools
6988699,R900424271 DBDS 20 K1X/315,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,r900424271 dbds 20 k1x 315,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000530658,0.0005014153,0.99523586,0.0004834208,0.00042485565,0.00032279297,0.00086446555,0.0006193607,0.00031713306,0.0004988906,0.00020114305
7145078,ID-300S DESICANT W/FILTER ELEMENT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,id 300s desicant w filter element,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005307298,0.00038817103,0.99537057,0.000471396,0.0004249132,0.00032045145,0.0008645826,0.00061957247,0.00031717602,0.00048578306,0.00020668918
7266236,VQC4200-51 VQC VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vqc4200 51 vqc valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306146,0.00050137425,0.9951544,0.0004909644,0.00042482087,0.00032276654,0.0009680887,0.0006069461,0.0003171071,0.00048567756,0.00019725224
7429319,AR25-N03H-Z-B REGULATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ar25 n03h z b regulator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000530641,0.0005013992,0.995204,0.0005040202,0.00042484206,0.00031406537,0.00089223875,0.0006191811,0.0003171229,0.00048570175,0.00020685767
7532568,KQ2F09-35A,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2f09 35a,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053061027,0.0005013702,0.99514633,0.00047359325,0.00042481747,0.00032276395,0.0009680809,0.0006192779,0.00031710454,0.00049884577,0.00019725066
7841155,ISE70-N02-L2,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ise70 n02 l2,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056754483,0.0005362692,0.99501896,0.00046120438,0.00045438783,0.00033590698,0.00092455547,0.000636761,0.0003391775,0.00051948003,0.00020568192
8071782,526490 MS6-LFR-1/2-D7-ERM-AD1-Z FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,526490 ms6 lfr 1 2 d7 erm ad1 z filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056752685,0.0005362522,0.9949875,0.00044965732,0.00045437342,0.00033589633,0.0009245262,0.0006760086,0.00033916676,0.00051946356,0.000209715
9310460,F420S FLOW CONTROL VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,f420s flow control valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005674827,0.0005362105,0.99491006,0.00043799717,0.0004543381,0.00034519288,0.0010353525,0.0006491177,0.0003391404,0.00051942316,0.00020565941
9691311,AC40A-N04D-3Z-B FR/L COMBO MODULAR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ac40a n04d 3z b fr l combo modular,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056755764,0.0005362813,0.99504143,0.000438055,0.00045439808,0.00034523846,0.0009245763,0.0006240783,0.00033918515,0.00051949173,0.00020972636
9794231,VF5120K-3DZ1-03T PILOT OPERATED 5 PORT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vf5120k 3dz1 03t pilot operated 5 port,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675429,0.00053626735,0.99501556,0.00044967,0.00045438626,0.00034522946,0.00092455227,0.00063655694,0.00033917633,0.0005194782,0.00021153173
9796748,VFR4110-3D VALVE SGL NON PLUGIN BASE MT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vfr4110 3d valve sgl non plugin base mt,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000549274,0.00051900547,0.9950807,0.0004239436,0.00043976,0.00032509348,0.0009272712,0.00064205244,0.0003282584,0.00050275674,0.00026185
9826641,VV71-J1U005 VV7 MANIFOLD ISO SERIES,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vv71 j1u005 vv7 manifold iso series,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000530605,0.00050136517,0.99513644,0.0004712851,0.00042481322,0.00031404404,0.0008870636,0.00067217613,0.0003171014,0.0004856688,0.00025946676
9863629,AR30K-N03-Z-D REGULATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ar30k n03 z d regulator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0006388772,0.00060367095,0.99432796,0.0006068265,0.0005114982,0.0003781259,0.0009939846,0.0007303785,0.0003818073,0.0005847716,0.00024216298
9913519,"CA2F63TN-1000Z AIR CYLINDER, TIE ROD",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ca2f63tn 1000z air cylinder tie rod,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053069583,0.00038814617,0.9953068,0.00045917867,0.00042488595,0.00039775093,0.0008992537,0.0005835459,0.00031715567,0.00048575195,0.00020687905
10098736,ISE20B-Y-P-N01-W 3-SCREEN HIGH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ise20b y p n01 w 3 screen high,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306762,0.00050143246,0.99526995,0.0004736521,0.00042487023,0.00031408618,0.0008920512,0.0005835243,0.00031714395,0.00048573397,0.0002068714
10113361,"KQ2H03-00 FITTING, STRAIGHT UNION LQA",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2h03 00 fitting straight union lqa,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306855,0.00038813858,0.9952873,0.00049102993,0.00042487762,0.00031409165,0.000968218,0.00059542,0.00031714948,0.00048574244,0.0001972786
10191430,MRQBS32-100CAX-X2 ROTARY ACTUATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,mrqbs32 100cax x2 rotary actuator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053068827,0.00038814064,0.99529266,0.00049103255,0.0004248799,0.000412615,0.00086451485,0.0005953485,0.00031715116,0.00048574503,0.00019727966
10252615,NCDA1G150-1600 TIE ROD CYLINDER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ncda1g150 1600 tie rod cylinder,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000567501,0.00041506477,0.9949421,0.0004808354,0.00045435273,0.00045348436,0.0009419172,0.0006763999,0.0003391513,0.0005194399,0.00020970545
11182632,ASH4 NAAMS 4-SLOT SHIM,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ash4 naams 4 slot shim,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000638705,0.00058601337,0.9940599,0.00050605246,0.0005113603,0.00037802395,0.0014061807,0.00071600365,0.00038170436,0.00058461394,0.00023147081
11510437,546511 BASIC VALVE LR-D-DI-MAXI,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,546511 basic valve lr d di maxi,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005674643,0.0005361931,0.9948777,0.00043798293,0.0004543233,0.00034518164,0.0010353188,0.0006762107,0.00033912936,0.0005194063,0.00021107968
13706725,VHS40-N03-Z-D PRESSURE RELIEF 3 PORT VAL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vhs40 n03 z d pressure relief 3 port val,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005674496,0.0005361792,0.994852,0.0004495961,0.00045431158,0.00034517274,0.001035292,0.0006759453,0.0003391206,0.0005334795,0.00021149697
14463714,DFM-32-25-B-P-A-GF-S6,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,dfm 32 25 b p a gf s6,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056748244,0.00053621025,0.9949096,0.00043799696,0.00045433786,0.0003451927,0.0010059885,0.0006749592,0.0003391402,0.00051942293,0.00020969858
14466102,B35XP.4E.04AG BELLOWS CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b35xp 4e 04ag bellows cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005674907,0.00053621805,0.99492407,0.00043800336,0.0004543445,0.0003655199,0.0009539349,0.00067563204,0.00033914516,0.0005299611,0.00021566651
14639715,130.95X30.154.1 FLAT SUCTION CUP OVAL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,130 95x30 154 1 flat suction cup oval,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.000530661,0.0003881207,0.9952415,0.00048342356,0.00042485807,0.00031407722,0.00096817344,0.00064493704,0.00031713487,0.00048572008,0.00020139276
16024106,VS24-69071,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vs24 69071,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306463,0.0005014042,0.99521387,0.0005169523,0.00042484628,0.00032278587,0.00086444645,0.00061971665,0.00031712608,0.00048570658,0.00020246963
18963677,AL50-06-3-D,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,al50 06 3 d,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053073897,0.00038817772,0.99538773,0.0004714041,0.0004249205,0.00031412335,0.0008872876,0.0005954235,0.00031718146,0.00048579142,0.0001972985
18971084,102.006.013.5,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,102 006 013 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053068646,0.0005014422,0.9952892,0.00045917055,0.00042487844,0.0003228103,0.0008645119,0.0006071291,0.0003171501,0.00048574337,0.00019727898
19074535,ID-S0029,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,id s0029,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053071196,0.00038815796,0.995337,0.0005170163,0.00042489887,0.00031410737,0.00086455344,0.0006194742,0.0003171653,0.0004857667,0.00020116351
19206013,ASMHS-260-EW-09-E,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,asmhs 260 ew 09 e,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306512,0.0005014088,0.9952231,0.00048341462,0.0004248502,0.0003649146,0.0008644545,0.000607118,0.00031712902,0.0004857111,0.00019726586
456573,310388-HW,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,310388 hw,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0006387003,0.00046713965,0.9940526,0.00054116175,0.0005113565,0.00038851384,0.0014513937,0.000730737,0.00038170157,0.00060046505,0.00023625582
1236748,304354,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,304354,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675954,0.0004151338,0.99510765,0.0004493202,0.00045442831,0.00034526142,0.0009541109,0.00063661585,0.00033920773,0.0005195263,0.00021112846
1327486,302273,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,302273,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675462,0.00047080542,0.99502134,0.00048087368,0.0004543889,0.00037974562,0.0009245576,0.0006364229,0.0003391783,0.00051948125,0.00020568242
1985923,D-A93L  AUTO-SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d a93l auto switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675401,0.00053626474,0.99501073,0.0004380415,0.00045438405,0.0003359042,0.0009245478,0.00064923754,0.0003391747,0.0005194757,0.00022474698
1989979,KDM10-06  MULTI-CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675344,0.0005362594,0.99500066,0.0004808637,0.00045437948,0.0003359008,0.0009245385,0.0006240528,0.00033917127,0.0005194705,0.00021711038
1989988,KDM10P-06  MULTI CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10p 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675305,0.00053625565,0.99499387,0.00048086038,0.00045437634,0.00033589848,0.00092453207,0.00063695904,0.00033916894,0.0005194669,0.00021110431
2764149,D-M9BL INLINE SOLID 2 WIRE DIRECT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d m9bl inline solid 2 wire direct,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005307036,0.00050145836,0.99532133,0.00045918536,0.00042489215,0.0003141024,0.0008645398,0.0005835544,0.0003171603,0.00048575902,0.00019728535
2779772,D-H7PW SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d h7pw switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053066463,0.0005014215,0.99524826,0.0004709281,0.00042486095,0.00032279702,0.0008644763,0.0006323854,0.00031713702,0.00048572337,0.00020135034
3064184,4/4/6601,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,6601 4 4,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053067907,0.0005014352,0.9952754,0.00045916418,0.00042487253,0.0003140879,0.0008644999,0.00061983266,0.00031714566,0.0004955841,0.00019727624
3075719,310387,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,310387,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306757,0.00038813142,0.995269,0.00050405314,0.00042486982,0.00032280374,0.0009157142,0.00064456137,0.00031714365,0.0004857335,0.00019727497
5433224,322173-E,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,322173 e,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053063035,0.00050138915,0.995184,0.0005035715,0.00042483353,0.00032277618,0.0008922209,0.0006313753,0.00031711656,0.00048569203,0.00020644005
5624670,AW20-N02H-CZ-A FILTER/REGULATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,aw20 n02h cz a filter regulator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0006388778,0.0006036714,0.9943288,0.00060682703,0.0005114986,0.0003781262,0.0009630143,0.0007604311,0.00038180762,0.0005847721,0.00024216318
6714551,MXH16-25Z COMPACT SLIDE TABLE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,mxh16 25z compact slide table,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056756195,0.00041510933,0.99504894,0.0004684537,0.0004544015,0.0003359171,0.00095405465,0.00067633705,0.0003391877,0.00053002755,0.00020998734
8774377,ZH10BSA-06-06,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,zh10bsa 06 06,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675369,0.0005362617,0.9950051,0.00044966527,0.00045438146,0.00033590227,0.0009245425,0.00066237483,0.00033917275,0.00051947276,0.00020567904
9171524,AC20-N02C-3CZ-B,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ac20 n02c 3cz b,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056753145,0.0005362565,0.9949955,0.00044966093,0.0004543771,0.00037973575,0.00092453364,0.0006240495,0.0003391695,0.00051946775,0.00020971669
1327486,302273,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,302273,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005493661,0.0004557247,0.99524766,0.0004654702,0.0004398338,0.00036758147,0.00082808867,0.0006160368,0.00032831347,0.0005028411,0.00019909383
1989979,KDM10-06  MULTI-CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005675344,0.0005362594,0.99500066,0.0004808637,0.00045437948,0.0003359008,0.0009245385,0.0006240528,0.00033917127,0.0005194705,0.00021711038
2476379,NC1A400-PS  SEAL KIT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,nc1a400 ps seal kit,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056749536,0.0005362225,0.99493223,0.00044963235,0.00045434822,0.00035216115,0.0009542066,0.00068941194,0.00033914793,0.00051943475,0.000205664
2677052,"62237 KIT, VALVE",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,62237 kit valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053062645,0.00044017922,0.9951767,0.00049864716,0.00042483042,0.0003227738,0.0009992456,0.00060695974,0.00031711423,0.00048568845,0.00019725667
3064184,4/4/6601,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,6601 4 4,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053067907,0.0005014352,0.9952754,0.00045916418,0.00042487253,0.0003140879,0.0008644999,0.00061983266,0.00031714566,0.0004955841,0.00019727624
4163876,KT-VBA40A-1 MAINTENANCE KIT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kt vba40a 1 maintenance kit,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053066574,0.0005014226,0.99525034,0.00050360506,0.00042486185,0.00032930655,0.0008644782,0.00059519574,0.0003171377,0.0004857244,0.00019727128
4566212,KT-VBA20A-1 MAINTENANCE KIT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kt vba20a 1 maintenance kit,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0006386142,0.0006034224,0.99391854,0.0006060488,0.0005112876,0.00039629434,0.0014059807,0.00071627094,0.0003816501,0.0005845308,0.00023740035
5432860,323482,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,323482,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005306504,0.00048687297,0.99522156,0.0005169563,0.00042484957,0.00032278834,0.00086445315,0.0006318039,0.00031712852,0.00048571033,0.00019726556
5433224,322173-E,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,322173 e,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00053063035,0.00050138915,0.995184,0.0005035715,0.00042483353,0.00032277618,0.0008922209,0.0006313753,0.00031711656,0.00048569203,0.00020644005
9904855,AR20-N02BE-Z-D REGULATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ar20 n02be z d regulator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056750944,0.00053623575,0.9949569,0.00048084254,0.00045435948,0.00033588603,0.0009244978,0.00067548396,0.00033915634,0.0005194476,0.00020970855
11898988,RPED0200-NU00CWALTNL22SKB-00XX,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,rped0200 nu00cwaltnl22skb 00xx,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056753686,0.00053626165,0.99500495,0.00044927382,0.0004543814,0.00033590224,0.0009245424,0.00066283916,0.00033917272,0.0005194727,0.00020567903
13706371,"SY7300-5U1-NA VALVE, 5 PORT SOLENOID 4/5",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy7300 5u1 na valve 5 port solenoid 4 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.0005674814,0.00053620926,0.9949077,0.00044962126,0.00045433702,0.0003358694,0.00103535,0.0006491988,0.00033913957,0.00051942194,0.00020565891
18927500,"210958 FLEXXPUMP4 N411, SINGLE OUTLET,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,210958 flexxpump4 n411 single outlet,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056754594,0.0005362702,0.99502087,0.00043804594,0.00045438868,0.00033590762,0.0009245572,0.00064986886,0.00033917814,0.000519481,0.0002139439
18927508,"215351 FLEXXPUMP4 ND412, TWO OUTLETS",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,215351 flexxpump4 nd412 two outlets,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056754827,0.0005362725,0.995025,0.00043804778,0.00045439057,0.00033590902,0.00092456106,0.0006498716,0.00033917956,0.0005194832,0.00020972292
18927514,207236 PROGRESSIVE DISTRIBUTOR TSPV 6-50,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,207236 progressive distributor tspv 6 50,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.00056759367,0.00041513253,0.99510455,0.0004380828,0.00045442692,0.00033593588,0.0009791468,0.00063661387,0.0003392067,0.0005195247,0.00020973968
