Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,Actual L2,Actual L3,predicted_distance,predicted_similarity,topk_labels,topk_distances,auto_label_2.predicted_label,auto_label_2.predicted_similarity,target,delta,auto_label_2.delta,Train Mask,Prediction,prob_Abrasives,prob_Automation Electrical,prob_Automation Mechanical,prob_Automation Welding,"prob_Chemicals, Oils & Lubricants",prob_Cutting Tools,prob_Gasses,prob_General,prob_Office Supplies,prob_Safety,prob_Tools
02081520,D-R732  PROX SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d r732 prox switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6560474395751954,0.34395256,"Automation Mechanical, Tools, Gasses","0.6560, 0.7316, 0.7738",Automation Mechanical,0.350645089,Automation Mechanical,0.0756,0.037,True,Automation Mechanical,0.00017411003,0.0001828338,0.9982998,0.0001554856,0.0001579837,0.00015702432,0.00032665563,0.00011259714,0.00012252975,0.00018388142,0.00012718557
02158763,NJ07  FLOATING JOINT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,nj07 floating joint,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6379038572311402,0.362096143,"Automation Mechanical, Tools, Gasses","0.6379, 0.7058, 0.7622",Automation Mechanical,0.373035955,Automation Mechanical,0.0679,0.0218,False,Automation Mechanical,0.00016554218,0.0001242536,0.998423,0.00014783425,0.00015020942,0.00016234434,0.00030426795,0.00010705631,0.00011650014,0.00017483272,0.00012423345
02187760,"M127006 CLEVIS,1.3/4""/2"" M SERIES",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,m127006 clevis 1 3 4 2 m series,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6524644494056702,0.347535551,"Automation Mechanical, Tools, Gasses","0.6525, 0.6928, 0.7624",Automation Mechanical,0.352482033,Automation Mechanical,0.0403,0.0157,True,Automation Mechanical,0.00012444636,9.340766e-05,0.9988263,0.00011113442,0.00011291996,9.474697e-05,0.00024319011,8.04796e-05,8.7579e-05,0.00013143066,9.438641e-05
02377379,D-R731  SENSOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d r731 sensor,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6448419451713563,0.355158055,"Automation Mechanical, Tools, Gasses","0.6448, 0.7207, 0.7523",Automation Mechanical,0.368455875,Automation Mechanical,0.0759,0.0279,True,Automation Mechanical,0.0001339222,0.0001406325,0.9987062,0.000119596625,0.000121518126,8.194632e-05,0.0002639086,8.660772e-05,9.42477e-05,0.00014431294,0.00010703206
02764176,D-Z76L REED SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d z76l reed switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6500409126281739,0.349959087,"Automation Mechanical, Tools, Gasses","0.6500, 0.7084, 0.7551",Automation Mechanical,0.354898894,Automation Mechanical,0.0584,0.0123,False,Automation Mechanical,0.0001654059,0.00017369355,0.9983719,0.00014771253,0.0001531179,0.00015316404,0.0003103254,0.00010696817,0.000116404226,0.00017468879,0.00012668064
02766612,"SY9320-5DZ-02T VALVE, DBL SOL",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy9320 5dz 02t valve dbl sol,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6364907503128052,0.36350925,"Automation Mechanical, Tools, Gasses","0.6365, 0.7249, 0.7544",Automation Mechanical,0.37138133,Automation Mechanical,0.0884,0.0262,True,Automation Mechanical,0.00016759221,0.00017598958,0.99838054,0.00014966498,0.00015206957,0.00012729478,0.00032114596,0.00010838206,0.00011794284,0.00017699796,0.00012239683
02858346,D-A93SAPC SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d a93sapc switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6612640142440797,0.338735986,"Automation Mechanical, Tools, Gasses","0.6613, 0.7295, 0.7821",Automation Mechanical,0.343875253,Automation Mechanical,0.0682,0.0398,True,Automation Mechanical,0.00018780731,0.00019721738,0.99816895,0.00016771768,0.00017041231,0.00017330438,0.0003090439,0.00012145518,0.0001321692,0.0001983474,0.00017361206
03540328,AS3000-N02 SPEED CONTROL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3000 n02 speed control,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6178180694580079,0.382181931,"Automation Mechanical, Tools, Gasses","0.6178, 0.6969, 0.7719",Automation Mechanical,0.385140073,Automation Mechanical,0.0791,0.0628,True,Automation Mechanical,0.000116728705,0.0001225775,0.99886227,0.00010424231,0.00010591712,8.856132e-05,0.00020856666,7.548858e-05,8.214771e-05,0.00012327985,0.000110240515
03960706,SV4100-5W1U 2 POSITION SINGLE SOLENOID,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sv4100 5w1u 2 position single solenoid,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6425426363945008,0.357457364,"Automation Mechanical, Tools, Gasses","0.6425, 0.7109, 0.7638",Automation Mechanical,0.35841918,Automation Mechanical,0.0684,0.0279,False,Automation Mechanical,0.00017022461,0.00018249934,0.9983541,0.00015201578,0.00015445815,0.00011450759,0.00030407813,0.00011008444,0.00011979538,0.00017977793,0.00015856452
04241335,PF2W711-N10-67N DIGITAL FLOW SWITCH FOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pf2w711 n10 67n digital flow switch for,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6289979577064515,0.371002042,"Automation Mechanical, Tools, Gasses","0.6290, 0.7173, 0.7450",Automation Mechanical,0.377975261,Automation Mechanical,0.0883,0.0321,True,Automation Mechanical,0.00016964952,0.00017814978,0.99831545,0.00015150222,0.00015704626,0.00015691615,0.00030312364,0.00010971252,0.00011939066,0.00017917056,0.00015992546
04382034,EX600-DXPD DIG IN PNP 16 IN M12 CON,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 dxpd dig in pnp 16 in m12 con,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6663830041885377,0.333616996,"Automation Mechanical, Tools, Gasses","0.6664, 0.7305, 0.7894",Automation Mechanical,0.33817867,Automation Mechanical,0.0641,0.0153,True,Automation Mechanical,0.00017769671,0.00019051043,0.9982772,0.0001586886,0.00016123817,0.00012913196,0.00030563216,0.000114916766,0.000125054,0.00018766956,0.00017222496
04558185,AK4000-N04 CHECK VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ak4000 n04 check valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6356516003608704,0.3643484,"Automation Mechanical, Tools, Gasses","0.6357, 0.7296, 0.7478",Automation Mechanical,0.369502425,Automation Mechanical,0.0939,0.0238,True,Automation Mechanical,0.00012763061,0.00013402567,0.9987413,0.00011397806,0.00011580927,0.00010892272,0.00023753027,8.2538856e-05,8.981991e-05,0.00013479362,0.00011360875
04576383,"SY7120-5YO-02T VALVE, SOL",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy7120 5yo 02t valve sol,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6325955271720887,0.367404473,"Automation Mechanical, Tools, Gasses","0.6326, 0.7134, 0.7337",Automation Mechanical,0.381560552,Automation Mechanical,0.0808,0.0291,True,Automation Mechanical,0.00014643095,0.00014347635,0.99858105,0.00013076734,0.0001328683,0.0001200641,0.00028059576,9.4697054e-05,0.000103050625,0.00015464894,0.000112331196
04785526,"AS2052F-08 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2052f 08 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.62203528881073,0.377964711,"Automation Mechanical, Tools, Gasses","0.6220, 0.7045, 0.7755",Automation Mechanical,0.373932731,Automation Mechanical,0.0825,0.0525,True,Automation Mechanical,0.0001663646,0.0001747003,0.9984024,0.00014856868,0.00015095566,0.00020206266,0.00022300312,0.00010758817,0.00011707891,0.0001757013,0.00013158139
04896300,"AS2052F-06 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2052f 06 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.624180030822754,0.375819969,"Automation Mechanical, Tools, Gasses","0.6242, 0.7038, 0.7791",Automation Mechanical,0.373402011,Automation Mechanical,0.0796,0.0525,True,Automation Mechanical,0.00011126884,0.00011684396,0.9989221,9.936648e-05,0.00010096295,9.271873e-05,0.00019903065,7.195768e-05,7.830533e-05,0.00011751345,8.9922054e-05
04980047,"AS1002F-03 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as1002f 03 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6217862606048584,0.378213739,"Automation Mechanical, Tools, Gasses","0.6218, 0.7059, 0.7801",Automation Mechanical,0.375875032,Automation Mechanical,0.0841,0.0523,True,Automation Mechanical,0.00010894667,0.00011440544,0.99894375,9.7292716e-05,9.885587e-05,8.305586e-05,0.00020672454,7.045593e-05,7.66711e-05,0.00011506096,8.478732e-05
05225012,"AS3002F-12 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 12 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6289971947669983,0.371002805,"Automation Mechanical, Tools, Gasses","0.6290, 0.6968, 0.7735",Automation Mechanical,0.371072674,Automation Mechanical,0.0678,0.0465,False,Automation Mechanical,0.00010734124,0.00011271957,0.9989755,9.5859024e-05,9.7399134e-05,7.9790465e-05,0.00018724342,6.941769e-05,7.5541284e-05,0.00011566952,8.353791e-05
05624298,AD48-A FILTER BOWL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ad48 a filter bowl,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6405975699424744,0.35940243,"Automation Mechanical, Tools, Gasses","0.6406, 0.7310, 0.7805",Automation Mechanical,0.362342405,Automation Mechanical,0.0904,0.0245,False,Automation Mechanical,0.00011656551,0.00012240601,0.99888796,0.00010409657,0.00010576903,7.124522e-05,0.00022316202,7.6921024e-05,8.203285e-05,0.00012310738,8.679489e-05
05624324,AF30-03D-A FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,af30 03d a filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6480104923248291,0.351989508,"Automation Mechanical, Tools, Gasses","0.6480, 0.7292, 0.7707",Automation Mechanical,0.355765212,Automation Mechanical,0.0812,0.0138,True,Automation Mechanical,0.00012851544,0.00013495471,0.9987627,0.000114768234,0.00011661216,8.2430335e-05,0.00022842812,8.311108e-05,9.044261e-05,0.00013572797,0.00012225163
05624369,AF40-N04D-Z-A FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,af40 n04d z a filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6499102115631104,0.350089788,"Automation Mechanical, Tools, Gasses","0.6499, 0.7285, 0.7704",Automation Mechanical,0.35401901,Automation Mechanical,0.0786,0.0141,False,Automation Mechanical,0.00013465929,0.00014140652,0.9986914,0.000120254874,0.00012218693,8.63711e-05,0.0002574287,8.708431e-05,9.476633e-05,0.00014221676,0.00012220851
05785949,"KQ2H07-M5A FITTING, MALE CONNECTOR",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2h07 m5a fitting male connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6533873319625855,0.346612668,"Automation Mechanical, Tools, Gasses","0.6534, 0.7334, 0.7748",Automation Mechanical,0.349209857,Automation Mechanical,0.08,0.012,True,Automation Mechanical,0.00014463457,0.00014868622,0.99855405,0.00012916309,0.0001312383,0.00014134866,0.00027062296,9.3535324e-05,0.00010178642,0.00015275186,0.00013214418
06058168,GKM27-54 PISTON ROD CLEVIS,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,gkm27 54 piston rod clevis,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6329983115196228,0.367001688,"Automation Mechanical, Tools, Gasses","0.6330, 0.6927, 0.7511",Automation Mechanical,0.361955273,Automation Mechanical,0.0597,0.0116,True,Automation Mechanical,0.00010486893,7.8713114e-05,0.99895966,9.365117e-05,9.51558e-05,0.00010792483,0.00019137953,6.7818844e-05,7.38014e-05,0.00012520491,0.000101837766
06802741,A8R336M  AIR MOTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,a8r336m air motor,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6072431325912476,0.392756867,"Automation Mechanical, Tools, Gasses","0.6072, 0.6851, 0.7326",Automation Mechanical,0.386897171,Automation Mechanical,0.0779,0.0213,False,Automation Mechanical,0.00012519251,0.00010560208,0.99880457,0.00011180074,0.00011359699,9.205086e-05,0.00021707706,8.096213e-05,8.810409e-05,0.00013221854,0.00012878855
07145078,ID-300S DESICANT W/FILTER ELEMENT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,id 300s desicant w filter element,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6610424637794495,0.338957536,"Automation Mechanical, Tools, Gasses","0.6610, 0.7429, 0.7746",Automation Mechanical,0.357125783,Automation Mechanical,0.0819,0.0173,True,Automation Mechanical,0.0001310225,0.00010568626,0.99876034,0.00011700712,0.00011888701,8.2337276e-05,0.00024471973,8.47324e-05,9.220695e-05,0.00013837573,0.00012463648
09310460,F420S FLOW CONTROL VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,f420s flow control valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6172225832939149,0.382777417,"Automation Mechanical, Tools, Gasses","0.6172, 0.7336, 0.7618",Automation Mechanical,0.375154698,Automation Mechanical,0.1164,0.0357,True,Automation Mechanical,0.00017041947,0.00019044438,0.99827373,0.00015218981,0.00015463495,0.0001346153,0.00036610698,0.00011021045,0.00012330349,0.00017998372,0.00014431773
09794231,VF5120K-3DZ1-03T PILOT OPERATED 5 PORT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vf5120k 3dz1 03t pilot operated 5 port,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6491691589355469,0.350830841,"Automation Mechanical, Tools, Gasses","0.6492, 0.7139, 0.7580",Automation Mechanical,0.35289607,Automation Mechanical,0.0647,0.0133,True,Automation Mechanical,0.00033115168,0.000362468,0.99675864,0.0002957286,0.00030655044,0.00031952382,0.00052753015,0.00021415614,0.00023959797,0.0003497365,0.00029495626
09826641,VV71-J1U005 VV7 MANIFOLD ISO SERIES,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vv71 j1u005 vv7 manifold iso series,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6459417939186096,0.354058206,"Automation Mechanical, Tools, Gasses","0.6459, 0.7462, 0.7520",Automation Mechanical,0.355474865,Automation Mechanical,0.1003,0.0104,False,Automation Mechanical,0.00025434405,0.00022385479,0.9975981,0.00022713703,0.00023078633,0.00018418921,0.00041441707,0.00016448456,0.0001840254,0.0002740778,0.00024456368
11510437,546511 BASIC VALVE LR-D-DI-MAXI,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,546511 basic valve lr d di maxi,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6221522808074952,0.377847719,"Automation Mechanical, Tools, Gasses","0.6222, 0.7126, 0.7524",Automation Mechanical,0.379709733,Automation Mechanical,0.0904,0.023,True,Automation Mechanical,0.00019194944,0.0001960398,0.9980844,0.00017141673,0.00017417077,0.0001554402,0.0003982769,0.0001266665,0.00013888105,0.00020272199,0.00016004925
14466102,B35XP.4E.04AG BELLOWS CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b35xp 4e 04ag bellows cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6531764030456544,0.346823597,"Automation Mechanical, Tools, Gasses","0.6532, 0.7204, 0.7680",Automation Mechanical,0.352703643,Automation Mechanical,0.0672,0.016,True,Automation Mechanical,0.00015896991,0.00012437263,0.9984763,0.000141965,0.00014424589,0.0001273376,0.00030668068,0.000102806014,0.00011501941,0.0001678916,0.00013440092
18971084,102.006.013.5,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,102 006 013 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6655879974365235,0.334412003,"Automation Mechanical, Tools, Gasses","0.6656, 0.7437, 0.7947",Automation Mechanical,0.341269004,Automation Mechanical,0.0781,0.0348,True,Automation Mechanical,0.00024095553,0.0002460902,0.99750084,0.00021518068,0.00022305496,0.00025228236,0.000514243,0.0001558262,0.0001743384,0.00025447842,0.0002227461
01985923,D-A93L  AUTO-SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d a93l auto switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6334836244583131,0.366516376,"Automation Mechanical, Tools, Gasses","0.6335, 0.7080, 0.7733",Automation Mechanical,0.365508604,Automation Mechanical,0.0745,0.0456,True,Automation Mechanical,0.00021497312,0.00023530266,0.9977835,0.00019197758,0.00019506198,0.00020770043,0.000415912,0.00013902347,0.00015553951,0.00022703802,0.00023403106
01989979,KDM10-06  MULTI-CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6585432529449463,0.341456747,"Automation Mechanical, Tools, Gasses","0.6585, 0.7417, 0.7789",Automation Mechanical,0.344900215,Automation Mechanical,0.0832,0.0106,True,Automation Mechanical,0.00018824317,0.00020604495,0.9980307,0.00016810693,0.00017568648,0.00018871808,0.00038592334,0.000121737176,0.0001361996,0.00019880793,0.0001998403
01989988,KDM10P-06  MULTI CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10p 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6597368001937867,0.3402632,"Automation Mechanical, Tools, Gasses","0.6597, 0.7444, 0.7802",Automation Mechanical,0.343236816,Automation Mechanical,0.0847,0.0121,True,Automation Mechanical,0.00014094172,0.0001480036,0.9986091,0.00012586528,0.00012788747,0.00013252995,0.00026685247,9.114716e-05,9.918758e-05,0.00014885163,0.00010966256
02779772,D-H7PW SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d h7pw switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6417375922203065,0.358262408,"Automation Mechanical, Tools, Gasses","0.6417, 0.7159, 0.7529",Automation Mechanical,0.349476516,Automation Mechanical,0.0742,0.0176,True,Automation Mechanical,0.00018314918,0.00019635608,0.9982114,0.00016355782,0.00016618562,0.00016183296,0.00030084897,0.000118442884,0.00012889116,0.00019342803,0.0001759653
03075719,310387,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,310387,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6578049421310426,0.342195058,"Automation Mechanical, Tools, Gasses","0.6578, 0.7287, 0.7562",Automation Mechanical,0.340388596,Automation Mechanical,0.0709,0.016,True,Automation Mechanical,0.00022565816,0.0002746748,0.9978155,0.00020151965,0.00020475737,0.00015144887,0.00035128728,0.00014593337,0.0001588067,0.00023832252,0.00023202934
05433224,322173-E,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,322173 e,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6746406793594361,0.325359321,"Automation Mechanical, Tools, Gasses","0.6746, 0.7408, 0.7626",Automation Mechanical,0.331852376,Automation Mechanical,0.0662,0.0113,False,Automation Mechanical,0.00012913517,0.00012652954,0.9987238,0.00011532166,0.00011717447,9.963549e-05,0.00025536842,8.3511855e-05,9.087873e-05,0.00013638247,0.00012222459
11898988,RPED0200-NU00CWALTNL22SKB-00XX,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,rped0200 nu00cwaltnl22skb 00xx,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6583553671836853,0.341644633,"Automation Mechanical, Tools, Gasses","0.6584, 0.7135, 0.7585",Automation Mechanical,0.343742883,Automation Mechanical,0.0551,0.0228,True,Automation Mechanical,0.00019141783,0.00018755549,0.99811953,0.00017094199,0.00017368842,0.00015092125,0.00038615466,0.0001237901,0.00013777622,0.00020216055,0.0001560871
13706371,"SY7300-5U1-NA VALVE, 5 PORT SOLENOID 4/5",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy7300 5u1 na valve 5 port solenoid 4 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6286693692207337,0.371330631,"Automation Mechanical, Tools, Gasses","0.6287, 0.7190, 0.7370",Automation Mechanical,0.373102343,Automation Mechanical,0.0903,0.0261,False,Automation Mechanical,0.00018259713,0.00019174634,0.9981729,0.00016306482,0.0001656847,0.00019409745,0.0003498987,0.00011808575,0.00012850254,0.000192845,0.0001405637
18927500,"210958 FLEXXPUMP4 N411, SINGLE OUTLET,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,210958 flexxpump4 n411 single outlet,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6491964936256409,0.350803506,"Automation Mechanical, Tools, Gasses","0.6492, 0.7198, 0.7516",Automation Mechanical,0.3501122,Automation Mechanical,0.0706,0.0143,True,Automation Mechanical,0.00019431332,0.00019039275,0.998123,0.00017352775,0.00017631572,0.00015898886,0.0003645601,0.00012566276,0.00013674791,0.00020521875,0.00015121436
18927508,"215351 FLEXXPUMP4 ND412, TWO OUTLETS",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,215351 flexxpump4 nd412 two outlets,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6506728887557984,0.349327111,"Automation Mechanical, Tools, Gasses","0.6507, 0.7264, 0.7583",Automation Mechanical,0.348568523,Automation Mechanical,0.0757,0.0175,True,Automation Mechanical,0.00018074136,0.00017709445,0.99824107,0.00016140757,0.00016400083,0.00016717549,0.00033909697,0.00011688563,0.00012719653,0.00019088491,0.00013442707
18927514,207236 PROGRESSIVE DISTRIBUTOR TSPV 6-50,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,207236 progressive distributor tspv 6 50,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6374213457107545,0.362578654,"Automation Mechanical, Tools, Gasses","0.6374, 0.7157, 0.7581",Automation Mechanical,0.362879837,Automation Mechanical,0.0783,0.0134,True,Automation Mechanical,0.00015894049,0.00011929845,0.99859613,0.00014193873,0.00014421917,0.00011031378,0.00021367514,0.000102787075,0.0001118543,0.00016786068,0.0001329811
15522265,ASC0415-1MT161-6-HMA,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,asc0415 1mt161 6 hma,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6523665070533753,0.347633493,"Automation Mechanical, Tools, Gasses","0.6524, 0.7040, 0.7593",Automation Mechanical,0.348074019,Automation Mechanical,0.0516,0.0139,True,Automation Mechanical,0.00016949559,0.00016607576,0.9983546,0.00015136474,0.00015379665,0.00012581749,0.00032429496,0.00010961309,0.00011928245,0.00017900817,0.00014666088
08098740,1200-SILENCER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,1200 silencer,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.646067774295807,0.353932226,"Automation Mechanical, Tools, Gasses","0.6461, 0.7147, 0.7654",Automation Mechanical,0.351780605,Automation Mechanical,0.0686,0.0138,True,Automation Mechanical,0.00013147783,9.868538e-05,0.99878377,0.00011741373,0.00011930016,8.231966e-05,0.00022421256,8.5026855e-05,9.252738e-05,0.0001388566,0.0001263647
18774443,GS-19-250,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,gs 19 250,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6557531833648682,0.344246817,"Automation Mechanical, Tools, Gasses","0.6558, 0.7025, 0.7702",Automation Mechanical,0.342355072,Automation Mechanical,0.0467,0.0105,True,Automation Mechanical,0.0001294375,9.715384e-05,0.9987696,0.000115591654,0.00012683231,0.00010578334,0.00022073313,8.370737e-05,9.1091504e-05,0.00013670177,0.00012331229
18754384,PST12010B16D14,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pst12010b16d14,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6532451152801514,0.346754885,"Automation Mechanical, Tools, Gasses","0.6532, 0.7090, 0.7550",Automation Mechanical,0.349847007,Automation Mechanical,0.0558,0.0217,True,Automation Mechanical,0.00019034566,0.00018258116,0.99816555,0.00016998452,0.00017271556,0.00011945143,0.00035497654,0.00012309673,0.00013395556,0.00020102841,0.00018634567
